msno,total_secs,num_unq,paid_sum,plays_total,has_usage,has_payment,auto_renew_rate,cancel_txn_count,total_secs_lag1,total_secs_diff1,num_unq_lag1,num_unq_diff1,paid_sum_lag1,paid_sum_diff1,plays_total_lag1,plays_total_diff1,has_usage_lag1,has_usage_diff1,has_payment_lag1,has_payment_diff1,auto_renew_rate_lag1,auto_renew_rate_diff1,cancel_txn_count_lag1,cancel_txn_count_diff1,is_ativo,is_ativo_fut,churn_3m,label_trust,fut_active_rate,churn_rate_month,safra
+FRDHymYds9f4QVfjoD3aMzSXX3PHUS/dFy9HgDXa8I=,78076.93100000001,309.0,149.0,384.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+FRYb1Pd0HTU9Kd1g4kBF3c8ZLw2T+ekrDNoJm3EJXM=,1096922.394,4759.0,149.0,4882.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+FRo8ADfTO5W09NXZ8AU6JSrDchw6VSF1t4vcN01KEY=,57497.22500000001,273.0,149.0,300.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+FS6+lClipRKJZYp/CYYnkFRR4jNviiogRRffriJ4fo=,232193.11900000004,1060.0,149.0,1286.0,1,1,0.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+FSLTdBjoTvGJyA9uVyymZDd0MdhZfhIYGfeRSREbKk=,181063.34900000002,679.0,,1012.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+FSVJQWBRpKhiFNmsEKYgfCFGE+gJV4+KsdtgyObiMA=,309.24800000000005,4.0,149.0,5.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+FSWD0S016I27UGfNgizOzahmLxxdFoitbsm7DTFQ1s=,13750.285000000002,73.0,129.0,103.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+FSf4DMm1hazt9n9Y72iVXxxO1KEWIC9g8qFp9LbAQA=,894.289,8.0,149.0,8.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+FT2aC7oNLwuxzOHyV5sj7KHlg1qOwZstY2C3tZ44Bs=,848.824,2.0,,5.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+FTeDuA0dWWAonDGujCLrK+7iIaE/XrhdjcyaJcGOro=,212057.60899999997,737.0,149.0,957.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+FTzAKWaM973gYzNg1SSi+j7nZW7gqm2iwVAoh+Ei7E=,11811.321,20.0,149.0,48.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+FU2LnSJCpsmIUFkP2TOdE6jz2zlyTq+l24Ut5+y5aE=,140276.36599999998,1032.0,149.0,1168.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+FU36orBVsBxWJbcF2megyyxOwM5t0WQHPJdEFuIyts=,402725.145,1550.0,,2248.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+FULlsskxFj7FqCLmsdnMmMLcGV+jBFO2BYwGLls6b4=,209704.22699999996,1029.0,149.0,1462.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+FUMkaY3kyE8yihBVw4bsE4XgaBTmVpg6N/AdXRdKco=,150037.77300000002,506.0,149.0,640.0,1,1,0.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+FUaFrD0Lfz28IjLndoTKBBXLnYAasA0iceFndlX99I=,741.925,5.0,,5.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+FUp9HbGu5PoniInYZrzc0nhnsTurIzW78fuprhOEAI=,92029.906,439.0,119.0,537.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+FV3wlI5jZONPxPjZHduC8l6iTQ8yRY13UT450yyrF0=,12812.794,66.0,149.0,85.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+FWBQbdOeNssVSmcVH9h+YK2VItGMRUBjGpIQR95evg=,113647.14900000002,278.0,149.0,521.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+FXAyDgxHcrEPAER0GMq9602VbwjVqI21DCV2YtTV4E=,42597.208,223.0,149.0,228.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+FXSUjPhy0+3xxsEAJLGqJ9Ckgp6zeLhsOut0HSwO4Y=,443168.506,1492.0,,2003.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+FXT/joK0tpdPcsZUWLSyfZ/KUDX2+utgUElw4D5rV8=,1819.763,11.0,149.0,11.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+FXesRix7XMnPXaSeUUus96vZnQa4rd/hcVM2P7SKZ4=,154388.15899999996,368.0,149.0,735.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+FXpd23CAUvviMB8L+YibDCrtKGRLaaTZhRQviWwaGc=,19464.152000000002,54.0,149.0,90.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+FXysf97i1BwwAPzHMRJPXmy7A8QnkKFzbx2ano9RLk=,210986.576,1175.0,149.0,1435.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+FZPJweNBPT8rldcxzsXFjK21HZNKAnPMD6GEXufLVk=,43904.196,183.0,149.0,191.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+FZSE2vtRJL5eyTw7MtWRVdkYQhY2RoPiR10ohg+STQ=,216434.09100000004,797.0,149.0,920.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+FZXD+x8E9R0cjmMLC+bPM8yktf63i7SeFJ8pDpLOhY=,19174.785,73.0,149.0,86.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+FZlXCarJRiMgUxBvIoqD4VsHgL4EHERY5dwJRIbJzM=,94225.605,470.0,149.0,570.0,1,1,0.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+FaDDuAYEJ41gAO4QXiwjzAESCpIZkD/0W99oiJywsc=,89268.23900000002,412.0,149.0,435.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+FacpSIVXqLrSa+g2y73OBaP/NzY6V31gP+0JnLjDZ4=,114939.74799999998,607.0,894.0,680.0,1,1,0.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+FbdZKp5Gv5erdnDh0lZBX3kHzK7scOrt7xChO+BJPU=,68351.88900000001,244.0,149.0,362.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+FbyDw7ScftpcvMV3hAp4kfYujuwNimcD9KxMk4MZSY=,129188.02,36.0,,523.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+FcwHrS0fDqBNMQFXZdNAIMEHjyP5bYr/M+DPpL+sZ0=,62613.00999999999,186.0,149.0,343.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+Fd+UH+uZ5zmZjo+gceuQVH+a9PpmnkfR44jk13AxCU=,24662.923,59.0,119.0,113.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+Fd6EUj9ve/2EiTb/Vt0m6DUtbhFLjuq1rzT/i2Qz7A=,70479.07,333.0,149.0,362.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+FdXXilZUv+Wv8kahVlkLzuoTx7RlpTm0QFSbcgQ3X8=,30541.740999999998,138.0,,140.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+FdfJQEZUqzdLFLh9zCbtmf8ijgbUTRhtfkdWH+0Klo=,289199.447,469.0,149.0,1327.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+FduJ1rYafm5W3O5RvhxxdHdiCRhFc/JF0iI43ZHWbE=,188601.916,599.0,149.0,862.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+FeCi+OdPrKEFzOj8QeT2ouTMI9PkolAtD9VUpoK2sE=,44920.684,214.0,,245.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+FeuvQzQpsZSZ/KVL/AiL9CGpuHNwrF41vfGkh0W718=,153412.09799999997,720.0,149.0,812.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+Ff6vAgapyp10mjrDtNgeXemHEdwHguv1lgOWO68h5I=,23476.731,121.0,149.0,121.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+FfM02o88g5XWlVV8t2dLyuZVGbOS8SMR/dE2ZzBxUY=,92837.71999999999,367.0,149.0,546.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+FfPRJj7j3MmETpjhXgglcLVecke0usGRBK4QL3TZ3g=,178436.44300000003,738.0,1788.0,851.0,1,1,0.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+FgW34CEj3/QlCFq7s1IkM4pS0jFcl9B7QpFb8SsgRs=,14688.278,60.0,149.0,64.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+FhRIh0eayQZbwCOAAZb8ZdlgoOFBaTJsogbBj1aFcE=,136263.63700000002,709.0,149.0,1000.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+Fi3MT0UXmPNB8LpUkFFZUsWGN0esNMPaODycyDQ/7A=,133478.77599999995,246.0,119.0,636.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+Fi5NXUfaJhFAtD5AnDEchLvsmiH0Req5NSzO7mu/Og=,609629.4890000001,878.0,149.0,2777.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+FiEIHvH0UZRJt/gmkFuW9fMOwVYuTcxmLEJbJ65hv0=,9859.486,110.0,,138.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+FijvgZmyYrqMlo5C8zJYFUdbFHBKnQCrDPgrO+SZ+A=,297174.19099999993,1548.0,0.0,1832.0,1,0,0.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+Fis5VZf7Cd7oBAvS1arRnNJhO3qrUhUxyOqINT+WvY=,111634.845,485.0,149.0,595.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+Fisac+woFd91nWd3YeDMmcmT/5RAd85Ib3H/YaDnRY=,368181.356,1139.0,,1687.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+FjDJ1iKN61sRXVpmrxaJK+VGYycvhQ9pMX5jQYFJHs=,44235.43699999999,68.0,149.0,218.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+FjRz9fUQ6E4g9li/w8NId66V+cYpEGffCiSQL1TxDM=,446.248,2.0,,2.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+FjttbIrwCfiOUOwNCI+T76hc/kcGIRxd5/MNfn1oCc=,26520.71,107.0,149.0,141.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+FkCF/obeRmYm3xX+2HqhpOb0N3sXTskbR40jnijCDw=,129217.14500000002,398.0,149.0,549.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+Fkt8CXc/MyKdtGZ9H4q3ox8clxuxs3YxeDi3/djCv0=,56135.707,193.0,100.0,333.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+FlIhLa9X3CCwNeQLg1bgpVxHyfRTaKeVJrCmdjWzY0=,424367.3780000001,1933.0,,3282.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+FlIv+O9m0VEkrmzQMbzZDIpcp02RDAl4U68yYnzGy0=,88430.105,462.0,149.0,554.0,1,1,0.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+FlewOG/Aj9y8ikxFiJxT2aaCB3+dLqwpc+c+mHRA2c=,27527.636,124.0,149.0,150.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+FmZFezbId7rVKabnWUAry+rtDc/T2sZlD+F1Cx27oI=,199608.45899999997,753.0,149.0,974.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+Fme3+URyUf1iseuUhWwgorHgtvxDH2PKQw0jeJJvTU=,309241.205,1343.0,,1492.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+Fmo7uWeG4Li40QSHFQmvMJc3Ecxs0D7sVOkEZUVF70=,96027.46399999999,254.0,,381.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+Fmpp6sPGg4xM2JIZJunuDyd6Sl3DWs72wJjD3KHGAo=,40484.622,149.0,,165.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+Fmx+9kMa4GECtTd6OAgeBSSpadSFaMd5HvTEU96bpI=,126376.79299999999,565.0,,671.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+FnpaTOp1eHXEFbToIJA3xby4YsbEHr/ajxgTPFhERg=,38657.933000000005,142.0,,192.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+FoqZrAARZWFEQcnZGlPMXd3CJAep+4KYt4nwvynnJo=,165465.489,733.0,149.0,751.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+FovUODeqKRMf5dEcfDp+WdsRkC2H+yVxK9vCWTcS+4=,117770.74600000001,587.0,119.0,690.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+FowL9ajpXym9OjPcjGrmLrrjzKWK95Z5ubhC5VLkBU=,74846.101,283.0,119.0,355.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+FpWvHGGl/Rv1H3ys58IPndrmlMPH+uElfHwLjV5lis=,84117.94499999999,246.0,,363.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+FpcL0ZhB41qriq/vhlIQBWsZFRhGpsR+RHDYTdTGxk=,248829.42700000003,871.0,149.0,1373.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+FpdbJGG98n1/7YKwUt39CIinpyvS72BrGnjk6VRhJQ=,134200.444,405.0,1788.0,641.0,1,1,0.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+FpkYJZ1e7rkNEDgQIo5cxovbOUiMDSAvBJBM6UJmvU=,2025.7740000000001,8.0,,15.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+Fq8LR2aOgJ5JO17D+/K665Txny72gpukCpf7M8zNpo=,499523.8709999999,2423.0,129.0,3227.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+Fqn8O7nOg2iKb7UU8rVpR4zjahDYQAPM4Lv8/cK2Mc=,55731.732,218.0,,259.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+Fqsv3jqIIbduLWSx/EM84hX4ROBTFDgjIZuKTCx3i0=,67582.77999999998,245.0,149.0,260.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+FrS2tsys5oQSGDYYVEh2LtawHi7FU6uQbnCOLBbDtU=,17353.804,71.0,149.0,94.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+Frgq++UqPjLtCGN7k9upcmHMdSQV6KioArzOSCbfuE=,785.355,7.0,,8.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+Frz+EZ3x4G0Rsj/6fqqaXchao3scBIehsLWF6DhXEw=,234823.456,838.0,,1212.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+Fsq06gzLyf44RHR1/jgAYv+IMKMP2hYCFwYvUX0+LQ=,21352.899999999998,160.0,149.0,183.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+FtL+/F1bEyRDeshKuwOuUwNVn21BdHjsw6ytNmwRPE=,253344.695,1161.0,149.0,1392.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+Fu0hcs3Ljq4w/2JtQ6MtqAouD+XFzdR3XShSxYewr0=,189648.23900000003,910.0,149.0,949.0,1,1,0.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+Fv66DM7TTjoYAg+nFQl5dhxk1Y/ELAWIo3awesyU5c=,105402.38600000001,720.0,149.0,881.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+FvETY9dCk3h9MKrXYgG6hAe2LGMWplZo6CPUgGUDqk=,9795.928,56.0,149.0,70.0,1,1,1.0,1.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+FwCQ96Sp1drW2fpbB+Z6FJSV1N8HAPLfUbg3U9AFJY=,110635.116,408.0,149.0,523.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+FwbYkxQIpZHJ6UKkK9vkekX1cSmdXyWogL1tjKtniI=,240682.57500000004,1109.0,149.0,1656.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+FxQCaUAS4624XkQ3Zjn+mf+gbgTkJjuo1ODvLG0WOM=,153013.213,599.0,149.0,707.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+Fy5n838v9rNt0gEbYLkry8gbQ2vz/lEnaFmd9S+yM8=,74891.715,316.0,,380.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+FyAmB4iLuSE0Ofcbs5hOUl85WwIMxDegwFwBSYnGZU=,560217.521,1425.0,149.0,2312.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+Fz4AQvcMqP5x+EZybDLWrzFKlHQLHl25ML8viazUa4=,163154.13199999998,87.0,149.0,707.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+FzSyAi5/Yl+puDSC/SZaHwOYRXX/jqX1qLtRkuS2AI=,5954.591,67.0,119.0,67.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+FzZK9fyf3ZAC3sWxY2xw0VsKM2SyJdhAPu8WjqpxBI=,131095.82699999996,864.0,149.0,1003.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+G+JDggogYW6Yxu9ZKasqzV9+ACLomyAxnYppwTs2Ws=,85234.966,471.0,,642.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+G+KkHUII/5Wl8zAIAHKxzoxOGaiLylL5JQG8fDEEtM=,24614.680999999997,149.0,,199.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+G+P3wKBeOG7aL19V6OpEZMmHVlTI1pfvkuskG8ROTU=,2594.13,18.0,,18.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+G+X8TPL9hma+uWhdr8QjzSqtK5Sb2gSyGp0NESXl0Q=,33053.948,110.0,149.0,220.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+G+ZMwFrrAEgEBnuAy77jxHi6Ncn3+sYtQYzaS+O9Rc=,441689.44100000005,1734.0,,1838.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+G+f3FhpxRvQ0r2cm7e1E3jxhDxDC08eHLtUa76zmkY=,5698.322,23.0,119.0,23.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+G/2eQuDeWZCZe8NxOXt/l6Q/BoTUM+jABiZOrbjSbE=,690.1800000000001,11.0,149.0,14.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+G/WlZb8q8Aafu3uYc+gzMdYRAPqJTc5NF8biDroEO0=,54974.173,321.0,149.0,355.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+G/Xa/T1JCbEWVYZ0spspu1j8KhSf0hn7fbokURXpSA=,56329.84,240.0,149.0,264.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+G/s6dqUwkJ8SjiuBi6X0DWU6deywv3dusOHRc7ZxGk=,22106.295000000002,147.0,119.0,162.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+G/viyWgrg/zlmawNKw/jJQFWuY1maVLo5lOL4O3aBI=,51682.395000000004,343.0,,411.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+G05f+Qf+aldvECLcw6J0f+Q43Mr+fYmjhDySWMDT4g=,30778.632999999998,121.0,149.0,244.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+G0Jz83rh4BvqJ5ouKhy0xIN+/jB/206/rCq0FqFPcI=,407231.28300000005,1347.0,,1716.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+G1VwLDbhaXtS9YVh8WaEu3Lb8UQiJDzrIAnkfYScmA=,150459.40300000002,829.0,149.0,864.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+G1qmgjcNA13OO0Qw2+9dkUI6LTaDXIzirZGFwcgcSI=,37257.0,129.0,,133.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+G1rSQYNM+6Wq0q8N2sPGjnXpblisCk4GDHBskJbz7w=,45882.132,185.0,149.0,252.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+G24CjZYGKlSy/XjhSIBTeXNK4X5D5y1A02DyDPHq8w=,283383.536,417.0,,1456.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+G2K/bKr/CzwjJJ2LKFOLekpLVsKbVyIKvFSvMr4zNc=,185391.152,1040.0,149.0,1088.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+G2TtiCezF1qhWyLuuxvkMsn3pxX/hZh7BYYoMMq3LM=,138272.71800000002,413.0,149.0,583.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+G2aRS7A+N1qRZwYg2chLMChr98wAxx4P3bo6NZHPOY=,261029.90000000002,1434.0,149.0,1787.0,1,1,0.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+G3flzt7+U9BvLAbZaWVfgUYtRx6zY65+bqVpU6Zm1g=,179414.83100000003,758.0,119.0,822.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+G4C4KZAaHecPkJD9oXTm7lhPFeolL8CPJVohI/v5jQ=,71009.55099999999,277.0,149.0,317.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+G4YFgpiKBnkBJEt3BjU95KdUrfEoiUNvIWtHmYct2A=,975749.8060000002,3687.0,149.0,4092.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+G4jlW1Yri69AUONBE1T18AMa1wxuwOvZvHJrmT5P6Y=,30307.217,111.0,119.0,173.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+G51fztoUo3RxULorzbTMhFZG+AM6ugnCkyKxjR0y4M=,28284.870999999996,125.0,149.0,133.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+G5OERx/RZdw75Y7TxwxerGvMHk0OBpdJpxFh6d4Vo0=,54318.715000000004,200.0,,404.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+G5s/s5OxJvMlbRb9LhmvuvviMpIxogUBMi/i5ThUdo=,63965.501,320.0,149.0,339.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+G6A2HHrJuMtHlThwDczPogB+A/XnjE4GAYqylyT2NI=,206494.37699999998,844.0,149.0,1180.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+G6BswlTtMPcXSlcjyeeZZtOVNpet1OekK2jvJhAR0Y=,89651.73800000001,205.0,149.0,375.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+G6F2OXqs61cACdUpysqJ7s4FeK3KcuNARPTt7EkN4A=,4464.082,24.0,,25.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+G72Fwfg3bX3zpeilUSq6l1WPxVpgjU/9RBvhL2XzGE=,275079.206,1010.0,149.0,1515.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+G7kZ2c/kB3QVsqqAiIOG5xtNewUTh3B94NAC5TJRKg=,7541.785000000001,72.0,129.0,73.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+G7nCN+wPaXSp+fZwQMapmHoSpdJUQJTcHp+hPXIBRE=,1598.88,7.0,,9.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+G86pBXt/9l3mLI+JMpFE0az7n3nfcvnBjiYBSmGggg=,18619.871,110.0,149.0,118.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+G8O1wGFkcNSYHbN3GQPOhSFBZnfTM2/3pEKcBKnbPg=,207422.04500000004,672.0,,920.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+G8VvCegliyn1iiiQYP4GD79w93z1zMQ6p2nBXAK/KA=,9016.999,38.0,149.0,47.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
